Order_ID,Customer_ID,Product_ID,Order_Date,Shipping_Date,Sales,Quantity,Discount,Profit,Unit_Price
2512,99,461,18/06/2020,09/07/2020,242.9400,3,0.00,9.7176,80.9800
2513,199,429,22/04/2020,16/05/2020,239.9700,3,0.00,86.3892,79.9900
2514,371,106,12/12/2020,19/12/2020,8.2600,2,0.00,3.7996,4.1300
2515,510,412,03/11/2020,06/11/2020,1018.1040,4,0.40,-373.3048,254.1260
2516,13,1568,02/10/2020,05/10/2020,5.0400,2,0.00,0.1512,2.5200
2517,340,549,16/06/2020,26/06/2020,51.8400,8,0.00,25.4016,6.4800
2518,430,1718,10/08/2020,21/08/2020,15.9920,1,0.20,-2.9985,15.7920
2519,24,1154,22/08/2020,28/08/2020,156.5120,4,0.20,-35.2152,38.9280
2520,602,1129,11/05/2020,26/05/2020,47.8080,12,0.20,15.5376,3.7840
2521,699,1479,04/05/2020,02/06/2020,418.8000,2,0.40,-97.7200,209.0000
2522,729,588,17/11/2020,02/12/2020,176.7840,1,0.20,-22.0980,176.5840
2523,783,651,07/09/2020,05/10/2020,213.9200,4,0.00,62.0368,53.4800
2524,211,931,20/04/2020,02/05/2020,11.6480,4,0.80,-30.8672,2.1120
2525,20,1308,19/03/2020,28/03/2020,29.6100,9,0.00,13.3245,3.2900
2526,482,759,02/01/2020,25/01/2020,387.9900,1,0.00,182.3553,387.9900
2527,167,934,23/08/2020,24/08/2020,109.9000,5,0.00,32.9700,21.9800
2528,515,905,15/07/2020,17/07/2020,44.8480,8,0.80,-67.2720,4.8060
2529,453,1183,14/02/2020,28/02/2020,79.8720,3,0.20,29.9520,26.4240
2530,593,259,03/11/2020,09/11/2020,1090.7820,7,0.40,-290.8752,155.4260
2531,373,1741,13/12/2020,14/12/2020,36.7380,1,0.40,-9.1845,36.3380
2532,592,1633,23/06/2020,29/06/2020,3.3600,2,0.00,0.8736,1.6800
2533,10,715,12/10/2020,18/10/2020,70.3680,4,0.20,26.3880,17.3920
2534,779,764,09/10/2020,11/10/2020,263.9600,1,0.20,42.8935,263.7600
2535,107,308,17/03/2020,28/03/2020,17.9600,5,0.20,5.8370,3.3920
2536,432,773,27/04/2020,15/05/2020,30.9760,8,0.20,5.0336,3.6720
2537,590,999,02/12/2020,01/01/2021,16.7200,5,0.20,3.3440,3.1440
2538,354,116,23/02/2020,22/03/2020,841.5680,2,0.20,294.5488,420.5840
2539,524,421,23/07/2020,11/08/2020,791.9640,6,0.40,-131.9940,131.5940
2540,148,659,25/03/2020,17/04/2020,67.8000,4,0.00,4.0680,16.9500
2541,758,1528,07/04/2020,17/04/2020,4.3000,2,0.00,1.4190,2.1500
2542,410,41,27/10/2020,09/11/2020,275.9400,6,0.00,80.0226,45.9900
2543,137,928,17/01/2020,27/01/2020,38.8800,6,0.00,18.6624,6.4800
2544,626,358,25/04/2020,23/05/2020,179.9500,5,0.00,37.7895,35.9900
2545,267,875,26/05/2020,24/06/2020,21.3600,5,0.20,7.2090,4.0720
2546,145,1394,02/07/2020,06/07/2020,7.9600,2,0.00,3.7412,3.9800
2547,66,201,06/08/2020,13/08/2020,452.4500,5,0.50,-244.3230,89.9900
2548,361,1510,14/01/2020,24/01/2020,40.9900,1,0.00,20.0851,40.9900
2549,469,1031,10/04/2020,03/05/2020,79.3600,4,0.00,23.8080,19.8400
2550,237,839,12/01/2020,30/01/2020,60.8300,7,0.00,30.4150,8.6900
2551,635,120,09/07/2020,04/08/2020,29.1600,3,0.00,8.4564,9.7200
2552,431,56,29/01/2020,30/01/2020,32.4000,5,0.00,15.5520,6.4800
2553,130,482,07/12/2020,06/01/2021,13.7600,2,0.20,4.6440,6.6800
2554,442,1559,13/01/2020,28/01/2020,16.6560,6,0.20,-3.1230,2.5760
2555,292,1420,11/02/2020,02/03/2020,23.9880,2,0.40,-15.9920,11.5940
2556,733,1123,31/03/2020,06/04/2020,22.4800,1,0.00,10.3408,22.4800
2557,129,1333,28/02/2020,01/03/2020,32.4000,5,0.00,15.5520,6.4800
2558,283,806,04/03/2020,08/03/2020,33.4400,10,0.20,11.7040,3.1440
2559,167,1115,09/09/2020,17/09/2020,5.3400,2,0.00,1.4952,2.6700
2560,686,1280,05/12/2020,08/12/2020,2799.9600,5,0.20,944.9865,559.7920
2561,97,1256,30/07/2020,22/08/2020,118.9900,1,0.00,33.3172,118.9900
2562,540,206,21/11/2020,08/12/2020,4.7300,1,0.00,2.3177,4.7300
2563,394,1711,05/04/2020,17/04/2020,45.3600,7,0.00,21.7728,6.4800
2564,535,154,17/10/2020,05/11/2020,70.0800,6,0.00,35.0400,11.6800
2565,228,261,12/02/2020,04/03/2020,15.5520,3,0.20,5.4432,4.9840
2566,41,1138,09/02/2020,20/02/2020,1259.9300,7,0.00,327.5818,179.9900
2567,714,1114,21/12/2020,01/01/2021,132.6960,3,0.20,9.9522,44.0320
2568,400,1395,11/10/2020,28/10/2020,9.4200,3,0.00,4.2390,3.1400
2569,548,1298,21/02/2020,05/03/2020,13.0230,1,0.70,-10.4184,12.3230
2570,107,631,08/11/2020,11/11/2020,12.8400,3,0.00,5.7780,4.2800
2571,113,325,29/08/2020,18/09/2020,11.1200,4,0.00,2.8912,2.7800
2572,89,1560,30/08/2020,20/09/2020,4.6080,2,0.20,1.4976,2.1040
2573,553,326,25/06/2020,01/07/2020,14.1360,3,0.20,4.2408,4.5120
2574,718,1217,31/01/2020,01/03/2020,199.9600,4,0.00,69.9860,49.9900
2575,706,334,27/11/2020,22/12/2020,538.9200,9,0.00,80.8380,59.8800
2576,520,1114,19/06/2020,18/07/2020,497.6100,9,0.00,129.3786,55.2900
2577,122,657,11/01/2020,01/02/2020,251.6400,3,0.20,88.0740,83.6800
2578,693,317,21/09/2020,12/10/2020,1088.7920,4,0.80,-1850.9464,271.3980
2579,586,1600,06/09/2020,28/09/2020,111.9000,6,0.00,51.4740,18.6500
2580,288,64,13/01/2020,11/02/2020,39.8800,2,0.00,11.1664,19.9400
2581,707,56,03/08/2020,10/08/2020,71.2800,11,0.00,34.2144,6.4800
2582,394,1533,30/09/2020,16/10/2020,212.9400,3,0.00,53.2350,70.9800
2583,104,506,26/07/2020,17/08/2020,25.7600,2,0.00,0.7728,12.8800
2584,646,114,02/09/2020,20/09/2020,65.2320,3,0.20,22.0158,21.5440
2585,260,883,05/05/2020,08/05/2020,199.9000,5,0.00,89.9550,39.9800
2586,268,343,02/04/2020,04/04/2020,364.0800,2,0.20,9.1020,181.8400
2587,24,661,03/06/2020,11/06/2020,37.2400,4,0.00,10.7996,9.3100
2588,236,243,20/08/2020,09/09/2020,17.5200,3,0.00,8.2344,5.8400
2589,392,1510,03/02/2020,13/02/2020,81.9800,2,0.00,40.1702,40.9900
2590,415,1527,13/11/2020,12/12/2020,589.9000,2,0.00,147.4750,294.9500
2591,458,574,21/07/2020,25/07/2020,14.6200,2,0.00,6.8714,7.3100
2592,331,817,27/01/2020,22/02/2020,11.5600,2,0.00,5.6644,5.7800
2593,759,1494,18/02/2020,13/03/2020,49.7920,8,0.20,-11.8256,6.0240
2594,477,517,12/08/2020,30/08/2020,239.9700,3,0.00,67.1916,79.9900
2595,256,713,07/12/2020,18/12/2020,302.9400,3,0.00,69.6762,100.9800
2596,767,799,18/09/2020,24/09/2020,98.3520,3,0.20,34.4232,32.5840
2597,443,628,20/07/2020,28/07/2020,24.7000,5,0.00,10.3740,4.9400
2598,100,1716,18/06/2020,07/07/2020,78.6600,6,0.00,36.1836,13.1100
2599,194,706,21/01/2020,07/02/2020,58.3400,2,0.00,28.0032,29.1700
2600,614,824,13/10/2020,30/10/2020,12.2240,2,0.20,4.4312,5.9120
2601,258,1632,06/03/2020,20/03/2020,15.5520,3,0.20,5.6376,4.9840
2602,174,1035,14/05/2020,04/06/2020,26.3520,3,0.20,9.5526,8.5840
2603,167,1691,26/10/2020,23/11/2020,4.7680,2,0.20,0.4172,2.1840
2604,301,549,20/09/2020,03/10/2020,6.4800,1,0.00,3.1752,6.4800
2605,387,649,19/04/2020,19/05/2020,149.9700,3,0.00,50.9898,49.9900
2606,302,1717,26/07/2020,02/08/2020,18.9000,3,0.00,8.6940,6.3000
2607,131,1200,08/04/2020,29/04/2020,17.3400,3,0.00,8.4966,5.7800
2608,28,1554,04/11/2020,15/11/2020,3.1040,1,0.20,0.3492,2.9040
2609,261,476,30/03/2020,26/04/2020,283.9200,4,0.00,70.9800,70.9800
2610,184,402,10/09/2020,13/09/2020,16.2560,2,0.20,1.2192,7.9280
2611,460,551,18/07/2020,01/08/2020,207.2400,11,0.00,58.0272,18.8400
2612,158,62,19/03/2020,07/04/2020,25.8240,6,0.20,9.3612,4.1040
2613,532,1286,21/07/2020,16/08/2020,68.7200,2,0.20,-14.6030,34.1600
2614,574,286,21/08/2020,20/09/2020,45.6960,3,0.20,5.1408,15.0320
2615,327,482,03/10/2020,18/10/2020,1.7200,1,0.80,-2.8380,0.9200
2616,702,265,31/05/2020,09/06/2020,14.4500,5,0.00,6.7915,2.8900
2617,702,19,26/06/2020,18/07/2020,8.5600,2,0.00,2.4824,4.2800
2618,717,1468,08/01/2020,21/01/2020,67.1760,3,0.20,6.7176,22.1920
2619,356,1616,31/01/2020,01/03/2020,1889.9900,5,0.80,-2929.4846,377.1980
2620,544,991,27/10/2020,26/11/2020,3040.0000,8,0.00,1459.2000,380.0000
2621,99,1077,11/11/2020,06/12/2020,133.9800,2,0.00,33.4950,66.9900
2622,745,665,25/10/2020,28/10/2020,230.3760,3,0.20,20.1579,76.5920
2623,469,1163,20/05/2020,14/06/2020,1614.5820,6,0.70,-1237.8462,268.3970
2624,145,1154,25/02/2020,08/03/2020,156.5120,4,0.20,-35.2152,38.9280
2625,34,762,29/12/2020,22/01/2021,29.3040,3,0.20,2.5641,9.5680
2626,308,1812,07/07/2020,09/07/2020,12.9900,1,0.00,1.5588,12.9900
2627,64,1590,06/10/2020,31/10/2020,151.9600,5,0.60,-182.3520,29.7920
2628,20,1688,16/07/2020,04/08/2020,1.4760,3,0.80,-2.2140,-0.3080
2629,712,1049,31/01/2020,12/02/2020,13.3440,2,0.20,1.0008,6.4720
2630,351,1594,14/06/2020,11/07/2020,1198.3300,10,0.15,70.4900,119.6830
2631,432,10,03/05/2020,27/05/2020,73.5360,4,0.20,9.1920,18.1840
2632,11,1185,14/03/2020,08/04/2020,5.2480,4,0.20,1.6400,1.1120
2633,320,1113,24/08/2020,12/09/2020,41.7200,5,0.20,13.0375,8.1440
2634,663,1228,05/10/2020,17/10/2020,1591.0200,6,0.00,286.3836,265.1700
2635,397,1016,30/03/2020,05/04/2020,37.1700,9,0.00,11.1510,4.1300
2636,298,1423,12/11/2020,16/11/2020,32.4000,5,0.00,15.5520,6.4800
2637,596,42,20/08/2020,17/09/2020,194.7000,5,0.00,9.7350,38.9400
2638,290,1346,09/06/2020,21/06/2020,4912.5900,3,0.00,196.5036,1637.5300
2639,20,1754,16/02/2020,03/03/2020,66.9600,4,0.00,2.6784,16.7400
2640,413,181,11/09/2020,22/09/2020,50.2320,7,0.40,-10.0464,6.7760
2641,122,1350,20/05/2020,11/06/2020,8.6400,3,0.00,4.2336,2.8800
2642,441,313,27/12/2020,10/01/2021,7.9920,1,0.20,2.6973,7.7920
2643,43,476,23/07/2020,07/08/2020,354.9000,5,0.00,88.7250,70.9800
2644,428,154,18/03/2020,23/03/2020,16.7400,3,0.00,8.3700,5.5800
2645,689,1179,03/10/2020,01/11/2020,36.2880,7,0.20,12.7008,4.9840
2646,629,328,09/07/2020,17/07/2020,7.3600,2,0.00,0.1472,3.6800
2647,290,1029,25/07/2020,30/07/2020,27.7200,9,0.00,13.3056,3.0800
2648,573,1507,08/06/2020,25/06/2020,72.4800,2,0.00,30.4416,36.2400
2649,204,571,14/07/2020,25/07/2020,4.7840,1,0.20,1.5548,4.5840
2650,577,1430,18/11/2020,30/11/2020,22.5120,3,0.20,2.2512,7.3040
2651,495,1018,17/05/2020,09/06/2020,4.1600,2,0.20,0.3640,1.8800
2652,680,47,08/02/2020,15/02/2020,120.0000,8,0.00,13.2000,15.0000
2653,437,187,17/02/2020,06/03/2020,1.9640,2,0.80,-3.2406,0.1820
2654,451,1454,28/02/2020,22/03/2020,51.9000,3,0.00,24.3930,17.3000
2655,680,1027,05/02/2020,24/02/2020,33.8200,2,0.00,9.1314,16.9100
2656,31,1202,26/02/2020,08/03/2020,9.4200,2,0.00,0.4710,4.7100
2657,348,905,01/02/2020,08/02/2020,11.2120,2,0.80,-16.8180,4.8060
2658,442,1214,14/09/2020,27/09/2020,11.9760,4,0.70,-9.1816,2.2940
2659,483,570,06/12/2020,05/01/2021,1219.9600,5,0.20,381.2375,243.7920
2660,16,1297,19/11/2020,01/12/2020,1.2720,2,0.80,-2.1624,-0.1640
2661,534,1765,13/09/2020,27/09/2020,41.8600,7,0.00,18.8370,5.9800
2662,302,980,13/07/2020,28/07/2020,101.8400,5,0.20,36.9170,20.1680
2663,172,772,15/09/2020,17/09/2020,481.3200,4,0.00,125.1432,120.3300
2664,790,462,11/04/2020,29/04/2020,12.5440,2,0.20,4.7040,6.0720
2665,198,591,25/06/2020,24/07/2020,479.9520,6,0.20,107.9892,79.7920
2666,311,822,15/12/2020,14/01/2021,29.2900,1,0.00,9.6657,29.2900
2667,177,1141,14/01/2020,20/01/2020,283.1400,4,0.10,72.3580,70.6850
2668,702,34,24/11/2020,24/12/2020,21.4000,5,0.00,9.6300,4.2800
2669,532,517,28/03/2020,02/04/2020,575.9280,9,0.20,57.5928,63.7920
2670,600,1400,09/05/2020,31/05/2020,5.3440,2,0.20,0.6680,2.4720
2671,167,731,18/07/2020,07/08/2020,33.6200,5,0.80,-90.7740,5.9240
2672,268,445,28/07/2020,10/08/2020,44.8560,6,0.70,-35.8848,6.7760
2673,514,93,21/08/2020,18/09/2020,5.6820,1,0.70,-3.7880,4.9820
2674,97,1555,01/05/2020,06/05/2020,104.8800,6,0.00,41.9520,17.4800
2675,471,868,03/05/2020,26/05/2020,1487.0400,5,0.20,148.7040,297.2080
2676,252,458,25/09/2020,28/09/2020,13.7200,1,0.20,1.2005,13.5200
2677,190,465,28/08/2020,25/09/2020,1139.9200,4,0.00,284.9800,284.9800
2678,693,285,25/10/2020,11/11/2020,1458.6500,5,0.00,423.0085,291.7300
2679,78,199,01/05/2020,17/05/2020,26.0000,2,0.00,11.7000,13.0000
2680,188,694,21/04/2020,23/04/2020,34.4400,3,0.00,17.2200,11.4800
2681,18,695,27/05/2020,02/06/2020,115.2960,3,0.20,40.3536,38.2320
2682,116,1546,02/12/2020,18/12/2020,26.9600,2,0.00,3.7744,13.4800
2683,542,932,22/02/2020,03/03/2020,3.3800,1,0.00,1.5548,3.3800
2684,615,954,13/07/2020,01/08/2020,114.5200,7,0.00,11.4520,16.3600
2685,300,1227,23/06/2020,09/07/2020,128.7440,7,0.20,12.8744,18.1920
2686,63,298,20/07/2020,23/07/2020,484.8300,3,0.00,126.0558,161.6100
2687,564,1295,05/05/2020,10/05/2020,43.5840,1,0.20,4.3584,43.3840
2688,227,430,24/01/2020,04/02/2020,23.6800,2,0.20,8.8800,11.6400
2689,594,656,12/12/2020,29/12/2020,20.7240,2,0.70,-15.1976,9.6620
2690,236,867,26/10/2020,04/11/2020,555.9600,5,0.20,41.6970,110.9920
2691,333,1462,18/02/2020,13/03/2020,72.9000,5,0.00,26.9730,14.5800
2692,487,1144,06/09/2020,19/09/2020,75.3600,5,0.20,20.7240,14.8720
2693,369,555,18/05/2020,07/06/2020,13.2720,8,0.70,-10.6176,0.9590
2694,186,1462,20/07/2020,22/07/2020,29.1600,2,0.00,10.7892,14.5800
2695,490,935,16/06/2020,21/06/2020,7.9600,2,0.80,-13.9300,3.1800
2696,684,9,17/11/2020,20/11/2020,37.0080,6,0.20,11.5650,5.9680
2697,150,1641,26/05/2020,29/05/2020,50.8800,6,0.20,14.6280,8.2800
2698,526,1637,27/03/2020,20/04/2020,23.6160,8,0.20,7.9704,2.7520
2699,470,1067,11/08/2020,08/09/2020,25.9200,5,0.20,9.0720,4.9840
2700,658,38,19/07/2020,12/08/2020,532.3992,3,0.32,-46.9764,177.1464
2701,135,506,30/11/2020,07/12/2020,51.5200,4,0.00,1.5456,12.8800
2702,733,773,26/05/2020,11/06/2020,19.1520,2,0.20,1.1970,9.3760
2703,24,1218,30/11/2020,15/12/2020,1184.7200,4,0.00,106.6248,296.1800
2704,605,1566,02/04/2020,28/04/2020,79.4000,5,0.20,5.9550,15.6800
2705,285,145,19/03/2020,23/03/2020,203.1840,2,0.20,15.2388,101.3920
2706,296,32,10/10/2020,26/10/2020,15.2400,4,0.00,6.8580,3.8100
2707,597,1189,05/10/2020,14/10/2020,2.7420,2,0.70,-2.0108,0.6710
2708,390,998,16/07/2020,19/07/2020,3.4240,1,0.20,0.2996,3.2240
2709,738,513,19/07/2020,05/08/2020,17.5200,3,0.00,5.2560,5.8400
2710,616,466,12/03/2020,02/04/2020,136.2600,9,0.00,5.4504,15.1400
2711,717,861,16/10/2020,15/11/2020,172.5000,2,0.00,51.7500,86.2500
2712,112,673,22/03/2020,29/03/2020,174.4200,3,0.00,41.8608,58.1400
2713,403,1134,23/05/2020,30/05/2020,19.4400,3,0.00,9.3312,6.4800
2714,718,374,01/12/2020,16/12/2020,9.3200,4,0.00,2.7028,2.3300
2715,494,872,19/01/2020,14/02/2020,47.9920,2,0.30,-2.0568,23.6960
2716,212,279,03/07/2020,12/07/2020,67.0000,5,0.00,32.1600,13.4000
2717,586,808,01/04/2020,23/04/2020,23.3600,4,0.00,6.0736,5.8400
2718,408,1153,21/06/2020,11/07/2020,41.4720,8,0.20,14.5152,4.9840
2719,396,25,22/06/2020,01/07/2020,4.3680,2,0.70,-3.0576,1.4840
2720,8,1568,17/11/2020,24/11/2020,5.0400,2,0.00,0.1512,2.5200
2721,105,1245,15/11/2020,05/12/2020,16.7400,3,0.00,4.8546,5.5800
2722,22,1549,20/08/2020,21/08/2020,31.9500,1,0.00,2.2365,31.9500
2723,393,834,05/12/2020,14/12/2020,40.9900,1,0.00,20.0851,40.9900
2724,490,295,02/04/2020,11/04/2020,17.9000,5,0.00,8.9500,3.5800
2725,549,47,05/12/2020,02/01/2021,30.0000,2,0.00,3.3000,15.0000
2726,397,456,10/06/2020,26/06/2020,11.7600,5,0.20,1.3230,2.1520
2727,276,636,08/06/2020,17/06/2020,523.3920,3,0.20,52.3392,174.2640
2728,726,909,04/01/2020,05/01/2020,21.9800,2,0.00,8.5722,10.9900
2729,135,1593,04/12/2020,12/12/2020,59.9800,2,0.00,10.7964,29.9900
2730,44,339,13/05/2020,21/05/2020,12.1760,1,0.20,4.4138,11.9760
2731,526,1801,09/11/2020,13/11/2020,20.7360,4,0.20,7.2576,4.9840
2732,91,606,30/03/2020,16/04/2020,3.7440,1,0.20,1.3104,3.5440
2733,746,899,05/10/2020,11/10/2020,675.0600,3,0.00,87.7578,225.0200
2734,735,1282,19/07/2020,28/07/2020,11.9600,2,0.00,5.8604,5.9800
2735,9,217,26/11/2020,19/12/2020,1053.1640,4,0.30,-105.3164,262.9910
2736,32,1471,21/06/2020,03/07/2020,15.5520,3,0.20,5.4432,4.9840
2737,442,576,20/07/2020,01/08/2020,332.8320,4,0.20,-24.9624,83.0080
2738,731,231,24/03/2020,31/03/2020,30.4400,4,0.00,14.3068,7.6100
2739,737,886,17/07/2020,11/08/2020,199.9000,5,0.00,39.9800,39.9800
2740,767,181,26/06/2020,29/06/2020,83.7200,7,0.00,23.4416,11.9600
2741,563,1080,15/06/2020,14/07/2020,142.4880,3,0.20,-3.5622,47.2960
2742,298,1014,07/08/2020,05/09/2020,396.0000,4,0.00,190.0800,99.0000
2743,414,1392,17/07/2020,25/07/2020,350.9730,3,0.10,152.0883,116.8910
2744,230,1686,02/04/2020,20/04/2020,146.3520,3,0.20,49.3938,48.5840
2745,130,418,28/03/2020,13/04/2020,110.9600,2,0.00,53.2608,55.4800
2746,14,790,06/11/2020,29/11/2020,129.9200,4,0.00,38.9760,32.4800
2747,731,604,22/08/2020,20/09/2020,239.9600,5,0.20,83.9860,47.7920
2748,104,843,16/04/2020,22/04/2020,12.7600,2,0.00,5.8696,6.3800
2749,91,1442,07/02/2020,05/03/2020,90.9900,1,0.00,14.5584,90.9900
2750,776,536,27/05/2020,03/06/2020,19.4320,2,0.80,-49.5516,8.9160
2751,729,271,04/04/2020,21/04/2020,209.6000,5,0.20,68.1200,41.7200
2752,263,95,01/06/2020,07/06/2020,8.5520,2,0.80,-13.6832,3.4760
2753,486,1141,27/07/2020,02/08/2020,235.9500,3,0.00,77.8635,78.6500
2754,437,532,29/08/2020,18/09/2020,483.1360,4,0.20,54.3528,120.5840
2755,194,1562,30/07/2020,04/08/2020,12.3900,3,0.00,5.6994,4.1300
2756,374,1333,19/02/2020,03/03/2020,31.1040,6,0.20,10.8864,4.9840
2757,688,67,05/06/2020,24/06/2020,377.9280,9,0.20,141.7230,41.7920
2758,605,680,17/03/2020,14/04/2020,5.1600,2,0.00,1.3416,2.5800
2759,434,635,27/02/2020,06/03/2020,87.2800,8,0.00,41.0216,10.9100
2760,428,1345,10/05/2020,29/05/2020,125.3600,8,0.00,58.9192,15.6700
2761,3,1778,10/06/2020,01/07/2020,108.7840,2,0.20,10.8784,54.1920
2762,750,1104,13/09/2020,22/09/2020,20.7360,4,0.20,7.2576,4.9840
2763,55,1662,24/09/2020,01/10/2020,39.9600,2,0.00,19.1808,19.9800
2764,554,482,07/05/2020,20/05/2020,8.6000,1,0.00,4.0420,8.6000
2765,221,145,02/08/2020,26/08/2020,812.7360,8,0.20,60.9552,101.3920
2766,247,34,24/08/2020,13/09/2020,105.5200,4,0.00,48.5392,26.3800
2767,668,1364,14/02/2020,07/03/2020,38.2400,4,0.20,-9.5600,9.3600
2768,213,277,20/11/2020,28/11/2020,11.4240,1,0.20,3.7128,11.2240
2769,653,476,07/04/2020,09/04/2020,354.9000,5,0.00,88.7250,70.9800
2770,72,1065,11/02/2020,03/03/2020,838.3800,2,0.00,226.3626,419.1900
2771,285,1382,03/06/2020,11/06/2020,57.6900,3,0.00,23.6529,19.2300
2772,346,540,20/03/2020,30/03/2020,657.9300,7,0.00,184.2204,93.9900
2773,731,34,19/06/2020,13/07/2020,4.9800,1,0.00,2.3406,4.9800
2774,545,685,10/07/2020,07/08/2020,36.9600,4,0.20,12.0120,9.0400
2775,507,89,19/03/2020,04/04/2020,41.4720,8,0.20,14.5152,4.9840
2776,710,1494,11/02/2020,14/02/2020,31.1200,4,0.00,0.3112,7.7800
2777,763,1106,04/10/2020,10/10/2020,21.4000,5,0.00,9.6300,4.2800
2778,564,1258,04/11/2020,09/11/2020,67.8800,2,0.00,18.3276,33.9400
2779,164,1377,23/06/2020,30/06/2020,3.3660,3,0.70,-2.2440,0.4220
2780,366,917,03/05/2020,14/05/2020,27.7600,4,0.00,9.9936,6.9400
2781,285,1790,10/01/2020,27/01/2020,110.1100,7,0.00,31.9319,15.7300
2782,52,4,06/08/2020,22/08/2020,1044.6300,5,0.40,-295.9785,208.5260
2783,188,16,30/09/2020,13/10/2020,25.4400,6,0.00,12.7200,4.2400
2784,277,1022,20/08/2020,17/09/2020,92.9400,3,0.00,41.8230,30.9800
2785,258,938,27/05/2020,23/06/2020,1626.1920,9,0.20,121.9644,180.4880
2786,473,1353,23/02/2020,04/03/2020,517.9000,2,0.00,134.6540,258.9500
2787,726,1198,17/07/2020,03/08/2020,3.4440,2,0.70,-2.7552,1.0220
2788,734,63,01/09/2020,22/09/2020,146.7300,3,0.00,68.9631,48.9100
2789,346,612,19/07/2020,04/08/2020,11.9920,1,0.20,0.8994,11.7920
2790,267,1031,05/10/2020,04/11/2020,47.6160,3,0.20,5.9520,15.6720
2791,770,30,05/02/2020,23/02/2020,1.6320,1,0.20,0.5508,1.4320
2792,420,184,21/03/2020,07/04/2020,9.2600,2,0.00,3.0558,4.6300
2793,74,993,30/09/2020,15/10/2020,377.4500,5,0.50,-264.2150,74.9900
2794,412,223,15/05/2020,13/06/2020,9.5520,3,0.60,-3.8208,2.5840
2795,191,1397,16/01/2020,09/02/2020,135.7200,3,0.00,35.2872,45.2400
2796,306,137,30/03/2020,12/04/2020,10.8600,3,0.00,5.1042,3.6200
2797,554,152,08/05/2020,05/06/2020,35.8800,6,0.00,16.1460,5.9800
2798,167,133,20/06/2020,27/06/2020,8.0400,5,0.20,2.9145,1.4080
2799,278,133,25/04/2020,14/05/2020,8.0400,5,0.20,2.9145,1.4080
2800,74,99,22/08/2020,18/09/2020,7.1520,3,0.20,2.3244,2.1840
2801,278,1099,02/08/2020,31/08/2020,111.0400,4,0.00,29.9808,27.7600
2802,84,342,15/03/2020,30/03/2020,62.8500,3,0.00,13.1985,20.9500
2803,149,1517,04/07/2020,22/07/2020,493.9200,7,0.30,-28.2240,70.2600
2804,225,449,29/07/2020,26/08/2020,19.7280,9,0.20,1.7262,1.9920
2805,49,1067,02/04/2020,27/04/2020,19.4400,3,0.00,9.3312,6.4800
2806,272,778,04/03/2020,26/03/2020,25.9200,4,0.00,12.4416,6.4800
2807,510,421,01/02/2020,11/02/2020,703.9680,4,0.20,87.9960,175.7920
2808,443,1029,12/10/2020,14/10/2020,12.3200,4,0.00,5.9136,3.0800
2809,139,1133,03/05/2020,27/05/2020,239.8400,8,0.00,64.7568,29.9800
2810,722,187,06/09/2020,23/09/2020,1.9640,2,0.80,-3.2406,0.1820
2811,768,1313,10/07/2020,30/07/2020,118.7820,3,0.40,-27.7158,39.1940
2812,68,1125,09/04/2020,23/04/2020,55.9440,7,0.20,-13.2867,7.7920
2813,343,1713,31/10/2020,27/11/2020,161.5680,2,0.20,16.1568,80.5840
2814,575,410,07/03/2020,18/03/2020,899.9100,9,0.00,377.9622,99.9900
2815,428,766,12/03/2020,06/04/2020,4.4010,3,0.70,-3.5208,0.7670
2816,607,352,22/09/2020,09/10/2020,37.8960,4,0.70,-29.0536,8.7740
2817,10,315,25/03/2020,17/04/2020,36.8400,3,0.00,17.3148,12.2800
2818,56,1214,18/06/2020,25/06/2020,9.9800,5,0.80,-16.4670,1.1960
2819,161,1235,22/06/2020,01/07/2020,14.9900,1,0.00,7.3451,14.9900
2820,134,570,12/07/2020,31/07/2020,274.4910,3,0.70,-228.7425,90.7970
2821,329,1171,13/08/2020,22/08/2020,97.8200,2,0.00,45.9754,48.9100
2822,771,967,06/02/2020,05/03/2020,53.3160,2,0.40,-19.5492,26.2580
2823,638,878,21/02/2020,23/02/2020,1931.9580,7,0.40,-386.3916,275.5940
2824,359,743,29/11/2020,11/12/2020,6.2400,2,0.00,3.0576,3.1200
2825,231,930,20/02/2020,16/03/2020,85.2000,6,0.20,20.2350,14.0000
2826,544,1195,12/12/2020,06/01/2021,382.1160,6,0.30,-92.7996,63.3860
2827,514,1695,12/07/2020,02/08/2020,5.4720,6,0.20,1.8468,0.7120
2828,469,1207,14/02/2020,10/03/2020,104.9000,5,0.00,25.1760,20.9800
2829,59,1327,17/11/2020,15/12/2020,1101.4800,4,0.00,429.5772,275.3700
2830,782,1043,09/02/2020,15/02/2020,14.2000,4,0.00,6.6740,3.5500
2831,603,218,05/08/2020,01/09/2020,107.5300,1,0.00,21.5060,107.5300
2832,35,41,14/05/2020,19/05/2020,110.3760,3,0.20,12.4173,36.5920
2833,232,800,06/09/2020,03/10/2020,4.4160,3,0.20,1.6008,1.2720
2834,721,423,09/01/2020,12/01/2020,71.6000,8,0.00,32.9360,8.9500
2835,188,211,08/06/2020,22/06/2020,99.5920,1,0.20,2.4898,99.3920
2836,449,1120,12/05/2020,03/06/2020,561.5680,2,0.20,28.0784,280.5840
2837,216,1368,28/07/2020,18/08/2020,481.1760,2,0.40,-120.2940,240.1880
